商品代码,说明,市场价值,员工数量,板块,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),aboveMa1,aboveMa2,maxChange
RNP,COHEN & STEERS REIT & PFD & INCM FD,1220160000.0,,其他,NYSE,投资信托/互惠基金,0.34675575,,-2.48889618,1.03777232,66,76,49
OMP,OASIS MIDSTREAM PARTNERS LP,1215692500.0,107.0,工业服务,NASDAQ,石油和天然气管道,2.19485915,4.11723657,46.12371779,1.99291165,55,18,354
SCWX,SECUREWORKS CORP,1211470650.0,2696.0,科技服务,NASDAQ,套装软件,0.03363528,,-3.28203192,1.74719531,47,18,55
EXK,ENDEAVOUR SILVER CORP,1209528000.0,1115.0,非能源矿业,NYSE,贵金属,0.04748125,39.17524721,18.14092287,7.19774011,93,37,302
ETW,EATON VANCE T/M GLO BUY-WRITE OPP F,1189880000.0,,其他,NYSE,投资信托/互惠基金,0.0,15.74008247,6.77063249,1.0742848,81,46,48
CUBI,CUSTOMERS BANCORP INC,1188367829.0,,金融,NYSE,地区银行,4.05611325,7.52819391,22.4900005,1.26099272,55,42,262
PRTA,PROTHENA CORP PLC,1177726828.0,66.0,健康科技,NASDAQ,生物科技,0.07034154,,-50.77784336,5.48033177,72,46,195
VECO,VEECO INSTRUMENTS INC,1166745450.0,993.0,电子科技,NASDAQ,电子生产设备,0.87384019,,-1.35017891,2.8150973,80,71,125
KREF,KKR REAL ESTATE FINANCE TRUST INC,1157260000.0,,金融,NYSE,房地产投资信托基金,3.9038873,9.81502454,11.416974,1.10860018,74,71,52
UXIN,UXIN LIMITED ADS EACH REP 3 CL A ORD SHS,1156880000.0,6455.0,科技服务,NASDAQ,互联网软件/服务,-1.02619643,,,14.23237426,-1,-1,-1
GDEN,GOLDEN ENTMT INC,1155821100.0,6700.0,消费者服务,NASDAQ,博彩,7.89472178,,-43.4219093,6.88861571,70,32,433
CUBI/PE,CUSTOMERS BANCORP INC PERP PFD NON CUM SER E FXD TO FLTG,1154490000.0,,金融,NYSE,地区银行,4.05611325,5.36525837,22.4900005,0.8986952,-1,-1,-1
CRMT,AMERICA'S CAR-MART INC,1154086798.4,,零售行业,NASDAQ,专业商店,0.55578407,10.68691038,29.35332709,2.59985014,83,77,116
SII,SPROTT INC,1148593614.0,157.0,金融,NYSE,投资银行/经纪商,0.07603864,38.16816965,10.77003611,3.91456345,-1,-1,-1
TALO,TALOS ENERGY INC,1135735640.0,414.0,能源矿产,NYSE,石油和天然气生产,1.39536569,,-67.65011346,1.18244473,35,26,180
SCHL,SCHOLASTIC CORP,1128021366.0,8300.0,消费者服务,NASDAQ,出版：书籍/杂志,0.23988783,,-2.66295875,0.93814559,36,14,71
BRBR,BELLRING BRANDS INC,1127231712.0,390.0,健康科技,NYSE,药品：其他,-4.66816143,50.80174927,,,-1,-1,-1
SFL,SFL CORPORATION LTD,1124937500.0,14.0,运输,NYSE,海运,2.67707514,,-12.09978158,1.39753199,-1,-2,-1
CET,CENTRAL SECURITIES CORP,1090550000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.00056433,15.07654357,7.25929953,1.05231388,56,74,51
WRLD,WORLD ACCEPTANCE CORP,1088748800.0,,金融,NASDAQ,金融/租赁,1.22670203,11.54291174,21.61435681,2.36759613,79,34,164
SWBI,SMITH AND WESSON BRANDS INC,1088413648.0,1970.0,电子科技,NASDAQ,航空航天 & 国防,0.19100244,11.4238799,27.20747216,2.78574238,100,34,111
CTSDF,CONVERGE TECHNOLOGY SOLUTIONS CORPORATION,1079911800.0,,科技服务,OTC,IT服务,0.75634091,,0.9845494,12.27904154,-1,-1,-1
AOD,ABERDEEN TOTAL DYNAMIC DIVID FD,1072740000.0,,其他,NYSE,投资信托/互惠基金,0.0,,-1.14829193,1.16041181,94,74,46
NOG,NORTHERN OIL & GAS INC (NEV),1060072650.0,25.0,能源矿产,NYSE ARCA,石油和天然气生产,-4.52209407,,-329.50448194,,41,5,421
GAM,GENERAL AMERICAN INVESTORS CO INC,1052470000.0,,其他,NYSE,投资信托/互惠基金,0.00393833,,25.17270047,0.69327746,78,75,40
AIV,APARTMENT INVESTMENT & MANAGEMENT,1050460000.0,52.0,金融,NYSE,房地产投资信托基金,2.40999346,5.45213802,-0.44211018,2.08743365,-1,-1,-1
AWF,ALLIANCEBERNSTEIN GLOBAL HGH INCOME,1046829999.9999998,,其他,NYSE,投资信托/互惠基金,0.00182704,,-12.00393923,1.1302591,74,76,28
RC,READY CAPITAL CORPORATION,1039119999.9999998,,金融,NYSE,房地产投资信托基金,4.38210685,6.56615662,12.59854226,0.9728327,71,72,150
KYN,KAYNE ANDERSON ENERGY INFRST FD INC,1022960000.0,,金融,NYSE,投资经理,0.41840787,,-69.84737563,0.58230303,44,16,129
PRTY,PARTY CITY HOLDCO INC,1012802700.0,17298.0,零售行业,NYSE,专业商店,30.46692659,,-2.80703003,18.56173795,75,0,736
JPC,NUVEEN PREFERRED & INCM OPPRT FD,1005640000.0,,其他,NYSE,投资信托/互惠基金,0.5481294,,-6.48817993,1.10244839,62,76,29
JYNT,JOINT CORP (THE),994161795.9999998,225.0,健康服务,NASDAQ,医院/护理管理,0.75333172,68.76129291,97.01050516,46.73311638,82,60,413
IGR,CBRE CLARION GBL RL ESTATE INCM FD,985186000.0,,其他,NYSE,投资信托/互惠基金,0.3065262,,-1.7937633,1.04231426,54,76,61
AMTB,AMERANT BANCORP INC,981497517.0,713.0,金融,NASDAQ,大银行,1.49402941,86.93641618,1.15058381,1.08974768,-1,-1,-1
SCVL,SHOE CARNIVAL INC,979935048.0,4700.0,零售行业,NASDAQ,零售服装/鞋类,0.65120263,12.39719538,23.95396144,2.97489258,76,37,187
EIM,EATON VANCE MUNICIPAL BOND FUND,974966000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.0,,4.90102055,,100,84,12
VRTV,VERITIV CORP,973868182.0,6400.0,配送服务,NYSE,批发分销商,1.7235885,18.02119078,10.12497736,1.63253798,93,0,443
FNKO,FUNKO INC,962557920.0,777.0,耐用消费品,NASDAQ,娱乐产品,0.76076182,62.65184802,6.11025322,3.56765969,53,34,425
TGLS,TECNOGLASS INC,940623804.0,5583.0,制造业,NASDAQ,建筑产品,1.1531825,18.4700645,29.50284402,4.56360653,57,42,367
VRAY,VIEWRAY INC,936474600.0,236.0,健康科技,NASDAQ,医学专业,0.41091208,,-59.77305891,6.70827011,79,16,287
GHG,GREENTREE HOSPITALITY GROUP LTD SPON ADS EACH REP 1 ORD SHS CLASS A,936214000.0,2565.0,消费者服务,NYSE,酒店/度假村/游轮,0.0666689,37.20488467,12.89893542,4.39342812,87,29,25
TILE,INTERFACE INC,928869342.0,3742.0,制造业,NASDAQ,建筑产品,2.10890205,24.32560341,13.43379045,2.77027221,43,35,167
NTP,NAM TAI PPTY INC,924680820.0,111.0,电子科技,NYSE,电子设备/仪器,0.47997586,28.16766212,18.90693017,4.16037858,59,14,465
CTLP,CANTALOUPE INC,881780120.0,147.0,电子科技,NASDAQ,电子设备/仪器,0.17647019,,-18.1887148,7.94588566,-1,-1,-1
GLP,GLOBAL PARTNERS LP,874706788.0,2375.0,配送服务,NYSE,批发分销商,2.89186589,10.28489232,18.71898159,2.03114421,64,73,221
GCO,GENESCO INC,872210592.0,19000.0,配送服务,NYSE,批发分销商,1.29603588,,-9.44741683,1.41214535,53,16,305
BANC/PE,BANC OF CALIFORNIA INC DEP SHS REP 1/40TH NON CUM PRP PFD SER E,871215000.0,611.0,金融,NYSE,地区银行,1.13673041,83.30642557,3.95939489,1.81982723,-1,-1,-1
ALTA,ALTABANCORP,866247174.0,471.0,金融,NASDAQ,地区银行,0.0,20.39027022,12.22217713,2.30068975,57,25,155
VTOL,BRISTOW GROUP INC DEL NEW,862792920.0,707.0,运输,NYSE,其他运输,0.89936502,,-1.97539151,0.43884627,81,40,201
IVR/PB,INVESCO MORTGAGE CAPITAL INC 7.75% FIXED TO FLTG CUM RED PFD SER B,862393000.0,,金融,NYSE,房地产投资信托基金,5.56090765,,-4.66304995,6.26983023,-1,-1,-1
IVR/PA,INVESCO MORTGAGE CAPITAL INC 7.75% PREF USD25 A 26/07/2017,862393000.0,,金融,NYSE,房地产投资信托基金,5.56090765,,-4.66304995,6.38106916,-1,-1,-1
DHCNL,DIVERSIFIED HEALTHCARE TRUST 6.25% SR NT 01/02/46 USD,855382000.0,,金融,NASDAQ,房地产投资信托基金,1.83166286,,-8.53596903,2.36088398,-1,-1,-1
HVT,HAVERTY FURNITURE COS INC,853188571.1999999,2766.0,零售行业,NYSE,专业商店,0.86234527,10.74840764,29.35758406,3.11012208,83,38,296
HVT.A,HAVERTY FURNITURE COS INC,850223576.6999999,2766.0,零售行业,NYSE,专业商店,0.86234527,11.08318983,29.35758406,3.15082004,85,35,270
ARR/PC,ARMOUR RESIDENTIAL REIT INC 7.00% CUM RED PFD STK SER C,847804000.0,,金融,NYSE,房地产投资信托基金,3.70993179,6.6047258,28.99181443,1.77576759,-1,-1,-1
HSII,HEIDRICK & STRUGGLES,842733814.0,1563.0,商业服务,NASDAQ,个人服务,0.39301791,,-10.68579705,3.04571245,55,7,134
HOV,HOVNANIAN ENTERPRISES INC,840502808.73,1697.0,耐用消费品,NYSE,住宅设计,-3.79055568,11.82209235,,,100,46,700
HSTM,HEALTHSTREAM INC,835730361.0,1069.0,科技服务,NASDAQ,套装软件,0.08216921,90.572506,2.76397197,2.49069055,39,36,47
ARCH,ARCH RESOURCES INC,833375509.0,3200.0,能源矿产,NYSE,煤炭,2.01365818,,-74.34995378,2.91202618,48,14,107
FLMMF,FILO MINING CORP.,831724530.0,,非能源矿业,OTC,贵金属,0.00022923,,-83.30381171,23.94602844,-1,-1,-1
EFC,ELLINGTON FINANCIAL INC,823096000.0,150.0,金融,NYSE,金融集团,3.14922152,4.51131428,22.83072652,1.06318244,58,73,92
BCOR,BLUCORA INC,812423836.0,846.0,科技服务,NASDAQ,数据处理服务,1.72207489,,0.11478335,2.55008377,43,0,103
GBL,GAMCO INVESTORS INC,797873107.07,178.0,金融,NYSE,投资经理,0.30880747,12.17981126,75.91711123,9.14850257,50,4,195
BOE,BLACKROCK ENHANCED GLOBAL DIVIDEND,794968000.0,,其他,NYSE,投资信托/互惠基金,0.0,,-4.37890706,0.99059181,85,73,43
FLNG,FLEX LNG LTD (BM),793522860.1600001,9.0,能源矿产,NYSE,石油和天然气生产,1.77127459,11.19553884,7.56347754,0.94560908,-1,-1,-1
NEWT,NEWTEK BUSINESS SERVICES CORP,790090470.0,110.0,商业服务,NASDAQ,杂项商业服务,1.27157347,,20.90220163,2.15845969,79,71,148
WIW,WESTERN ASSET INFLATION LINKED OPPO,783767000.0,,其他,NYSE,投资信托/互惠基金,0.46964741,9.76148746,9.94466644,0.93840448,99,76,24
AHH/PA,ARMADA HOFFLER PPTYS INC 6.75% CUM RED PERP PREF STOCK SERIES A,778008000.0,158.0,金融,NYSE,房地产投资信托基金,1.39698351,86.94963573,5.91163235,4.60521018,-1,-1,-1
GPMT,GRANITE POINT MORTGAGE TRUST INC,774814000.0,31.0,金融,NYSE,房地产投资信托基金,3.27680685,46.37203166,2.5884087,0.83116871,50,72,207
IIM,INVESCO VALUE MUNICIPAL INCOME TR,759492000.0,,其他,NYSE,投资信托/互惠基金,0.59421098,171.15588547,0.56038725,0.97659382,89,77,18
VGM,INVESCO VAN KAMPEN TR INVT GRADE MU,757527000.0,,其他,NYSE,投资信托/互惠基金,0.65923973,,12.20187303,0.97106072,90,77,21
MGI,MONEYGRAM INTERNATIONAL INC,756107209.0,2269.0,商业服务,NASDAQ,杂项商业服务,-3.53703704,,,,100,32,326
BTO,JOHN HANCOCK FINANCIAL OPPTS FUND,753806000.0,,其他,NYSE,投资信托/互惠基金,0.2337605,,-17.45512035,1.41127454,55,44,122
NKX,NUVEEN CALIFORNIA AMT-FREE QTY MUN,753672000.0,,其他,NYSE,投资信托/互惠基金,0.57644969,,-0.84904188,0.96229572,99,78,14
ATEN,A10 NETWORKS INC,753247770.0,740.0,科技服务,NYSE,IT服务,0.21962313,36.41241855,17.46031079,6.25386752,91,60,86
VKQ,INVESCO VAN KAMPEN MUN TR,751802000.0,,其他,NYSE,投资信托/互惠基金,0.63155877,,12.52545143,0.97266587,90,77,22
GIM,FRANKLIN TEMPLETON INVST FUND US,751206000.0,,其他,NYSE,投资信托/互惠基金,0.0,,-6.57705056,0.91702256,47,56,12
MITK,MITEK SYSTEMS INC,742674600.0,360.0,科技服务,NASDAQ,IT服务,0.74037883,77.89904502,6.7675767,5.41192899,99,18,114
VTA,INVESCO DYNAMIC CREDIT OPPORTUN FD,733088000.0,,其他,NYSE,投资信托/互惠基金,0.44131971,20.39957939,4.68366451,0.96856572,64,76,45
IDT,IDT CORP,731876250.0,1256.0,通讯,NYSE,专业电信,0.10010396,16.73182174,59.3206557,9.64354919,68,42,414
UBP/PH,URSTADT BIDDLE PROPERTIES 6.250% CUM RED PFD SER H USD25,726660000.0,57.0,金融,NYSE,房地产投资信托基金,0.52429268,129.79872361,3.49306573,3.06136509,77,76,36
BGFV,BIG 5 SPORTING GOODS CORP,724431500.0,8400.0,零售行业,NASDAQ,专业商店,1.1587699,7.6460527,38.51986356,2.6970084,92,31,1831
CNSL,CONSOLIDATED COMMUNICATIONS HLDGS,723849770.0,3200.0,通讯,NASDAQ,主要电信,7.07302725,,-12.85749947,1.8288086,65,22,109
CLAR,CLARUS CORPORATION,720852884.0,600.0,耐用消费品,NASDAQ,娱乐产品,0.13610342,65.581533,5.70720109,3.38236955,85,50,123
AMTBB,AMERANT BANCORP INC,718890900.0,713.0,金融,NASDAQ,大银行,1.49402941,64.54720617,1.15058381,0.80909901,-1,-1,-1
BPYU,BROOKFIELD PPTY REIT INC,707106000.0,,金融,NASDAQ,房地产投资信托基金,5.36851275,,-46.33086895,0.45059222,-1,-1,-1
ROGFF,ROXGOLD INC.,706750590.0,478.0,非能源矿业,OTC,贵金属,0.21268199,31.06519719,12.32416312,3.72174695,97,58,106
LPI,LAREDO PETROLEUM INC,705048408.0,257.0,能源矿产,NYSE,石油和天然气生产,-16.9626648,,-202.60230916,,46,0,582
CO,GLOBAL CORD BLOOD CORPORATION,702564780.0,1260.0,健康服务,NYSE,医疗/护理服务,0.00077623,9.66268447,11.59249514,1.2214839,56,0,131
FMCB,FARMERS & MERCHANTS BANCORP,698868295.8399999,366.0,金融,OTC,地区银行,0.03423011,11.43418239,14.95366984,1.64950304,50,72,33
EVLO,EVELO BIOSCIENCES INC,696529395.0,90.0,健康科技,NASDAQ,药品:专业,0.471055,,-155.39969965,20.28994534,66,1,418
VSTM,VERASTEM INC,691114379.9999999,48.0,健康科技,NASDAQ,生物科技,0.224454,,-39.68846413,5.72256643,57,37,262
UAN,CVR PARTNERS LP,681466940.0,287.0,加工制造业,NYSE,化学品：农业,2.23704947,,-29.93512552,2.0781833,46,30,945
BGY,BLACKROCK ENHANCED INTL DIVIDEND TR,679889000.0,,其他,NYSE,投资信托/互惠基金,0.0,,0.78229505,0.99918333,96,75,37
CURO,CURO GROUP HOLDINGS CORP,679026075.0,3900.0,金融,NYSE,金融/租赁,6.99125547,10.44163411,58.39186784,4.94608547,53,37,167
SMMT,SUMMIT THERAPEUTICS INC,677452494.74,81.0,健康科技,NASDAQ,生物科技,0.02184613,,-96.88994124,8.25200844,100,45,276
CONN,CONNS INC,676107831.0,4260.0,零售行业,NASDAQ,数码/电器商店,1.80951082,,-0.52974876,1.13829736,61,22,204
SRG/PA,SERITAGE GROWTH PPTYS 7% CUM RED PFD SHS BEN INT SER A USD 25,672631000.0,61.0,金融,NYSE,房地产投资信托基金,1.85861487,,-13.14430948,1.40839584,50,76,112
SRLP,SPRAGUE RESOURCES LP,671917806.0,663.0,工业服务,NYSE,石油和天然气管道,7.40851147,20.84163347,28.19763846,9.81653134,99,35,105
CUTR,CUTERA INC,671006377.0,323.0,健康科技,NASDAQ,医学专业,3.82860918,,-31.45571136,11.46292112,56,62,235
ALLT,ALLOT LTD,670297080.0,676.0,电子科技,NASDAQ,计算机通讯,0.0284134,,-8.98358101,5.03478405,80,96,123
CRNX,CRINETICS PHARMACEUTICALS INC,670290321.9999999,93.0,健康科技,NASDAQ,药品:专业,0.03109446,,-61.53374923,3.41499629,-1,-1,-1
HCI,HCI GROUP INC,667980553.8,451.0,金融,NYSE,财产/财产保险,0.54095978,19.86147365,15.97390781,2.9747274,100,41,90
GGN,GAMCO GLOBAL GOLD NAT RES & INCOME,666228000.0,,其他,NYSE ARCA,投资信托/互惠基金,0.0,,15.17142575,0.9340574,76,72,37
DSVSF,DISCOVERY SILVER CORP.,663083640.0,,非能源矿业,OTC,其他金属/矿物,0.0007949,,-21.75200842,7.19573423,-1,-1,-1
ATLC,ATLANTICUS HLDGS CORP,653676219.0,327.0,金融,NASDAQ,金融/租赁,3.37283404,6.89466533,131.45349326,7.40921952,84,98,409
REV,REVLON INC,652534080.0,6000.0,非耐用消费品,NYSE,家庭/个人护理,-1.73155664,,,,43,33,325
MUX,MCEWEN MINING INC,647453670.0,377.0,非能源矿业,NYSE,贵金属,0.13667082,,-16.52003873,1.58503906,48,17,67
MUC,BLACKROCK MUNIHLDNGS CALI QLTY FD,645782000.0,,其他,NYSE,投资信托/互惠基金,0.6278409,,11.50289412,,100,78,20
ANIK,ANIKA THERAPEUTICS INC,643291110.0,277.0,健康科技,NASDAQ,药品：其他,0.08016815,,-9.44612957,2.30294996,44,62,41
MRNS,MARINUS PHARMACEUTICALS INC,642551590.0,72.0,健康科技,NASDAQ,药品：其他,0.02534378,,-95.86044545,4.88612814,88,8,192
VCV,INVESCO CALIFORNIA VALUE MUNIC INC,639959000.0,,其他,NYSE,投资信托/互惠基金,0.55145609,151.41562854,0.64578132,0.99509227,86,77,22
HESM,HESS MIDSTREAM LP,637728048.0,196.0,能源矿产,NYSE,成品油,1.37080355,17.60403352,16.58722593,3.5753742,72,46,83
GHY,PGIM GLOBAL HIGH YIELD FUND INC,625726000.0,,其他,NYSE,投资信托/互惠基金,0.35180602,,11.56206536,,86,76,33
CMO/PE,CAPSTEAD MTGE.CORP 7.5% CUM PFD SER E USD25.00,624669000.0,15.0,金融,NYSE,房地产投资信托基金,7.63929786,32.77040093,10.7448162,3.72039382,-1,-1,-1
DTIL,PRECISION BIOSCIENCES INC,621936846.0,231.0,健康科技,NASDAQ,生物科技,0.17099045,,-116.0259065,12.07448701,-1,-1,-1
BIOX,BIOCERES CROP SOLUTIONS CORP,621799664.0,,金融,NASDAQ,金融集团,2.35101305,,-10.3615727,,81,12,218
DIAX,NUVEEN DOW 30 DYNAMIC OVERWRITE FD,620419000.0,,其他,NYSE,投资信托/互惠基金,0.0,,-11.31037652,0.93757746,54,62,39
HIX,WESTERN ASSET HIGH INCM FD II INC,610732000.0,,其他,NYSE,投资信托/互惠基金,0.32429559,,10.6032368,,94,76,37
BLW,BLACKROCK LIMITED DURATION INCOME T,606256000.0,,其他,NYSE,投资信托/互惠基金,0.46191549,16.25705269,6.14295439,1.0038465,88,76,33
SPLP,STEEL PARTNERS HOLDINGS LP,595798762.0,4300.0,制造业,NYSE,电子设备,4.94438596,6.43172662,34.03087005,1.13605137,53,0,471
MUI,BLACKROCK MUNI INTERMEDIATE DUR FD,594354000.0,,其他,NYSE,投资信托/互惠基金,0.64507432,,6.86416487,,91,77,19
VSEC,VSE CORP,593413182.0,1900.0,工业服务,NASDAQ,工程建设,0.66916242,,-0.8689593,1.40547091,79,46,76
HPS,HANCOCK JOHN PRF INCOME FUND III,593121000.0,,其他,NYSE,投资信托/互惠基金,0.50874826,,14.80720042,,59,74,30
CSTE,CAESARSTONE LTD,590214186.0,1999.0,非能源矿业,NASDAQ,其他金属/矿物,0.26029051,31.01289134,3.82702188,1.18995379,52,24,90
NDLS,NOODLES & CO,582427146.0,8400.0,消费者服务,NASDAQ,餐厅,9.78915556,,-53.13086224,18.47147084,90,14,147
STXS,STEREOTAXIS INC,578830340.0,120.0,健康科技,NYSE ARCA,医学专业,0.09648269,,-18.35589474,15.75205415,71,90,169
EOLS,EVOLUS INC,578004804.0,119.0,健康科技,NASDAQ,药品:专业,1.00974709,,-318.70772455,,38,1,465
CPRX,CATALYST PHARMACEUTICALS INC,577804760.0,74.0,健康科技,NASDAQ,药品：其他,0.023795,7.95053004,51.89583363,3.30440955,38,66,91
IFN,INDIA FUND INC,576297000.0,,其他,NYSE,投资信托/互惠基金,0.0,9.1612848,10.25854823,0.93186793,71,71,63
IGD,VOYA GLBL EQTY DIV & PREM OPPRTY FD,575560000.0,,其他,NYSE,投资信托/互惠基金,0.0,28.74762808,3.39689349,1.00788177,54,60,38
MUA,BLACKROCK MUNIASSETS FUND INC,571995000.0,,其他,NYSE,投资信托/互惠基金,0.14938926,,-4.87382693,1.23426199,72,76,22
PPR,VOYA PRIME RATE TRUST,571125000.0,,其他,NYSE,投资信托/互惠基金,0.03803823,,-3.9514045,0.94368855,74,76,19
ALRS,ALERUS FINANCIAL CORP,567114595.0,851.0,金融,NASDAQ,大银行,0.2009513,10.21135892,17.70240286,1.6338776,86,50,92
DPG,DUFF & PHELPS UTLTY & INFRA FD INC,566292000.0,,其他,NYSE,投资信托/互惠基金,0.47376773,,-26.09542448,,54,74,59
GTX,GARRETT MOTION INC,563860385.9999999,8600.0,制造业,NASDAQ,汽车零件：OEM,-0.67130435,,,,-1,-1,-1
PROS,PROSIGHT GLOBAL INC,562126212.0,351.0,金融,NYSE,财产/财产保险,0.37767533,11.26313002,10.71401747,0.88825959,-1,-1,-1
AWP,ABERDEEN GLOBAL PREMIER PPTTS FD,551736000.0,,其他,NYSE,投资信托/互惠基金,0.0,,-14.34234561,,54,76,57
MYN,BLACKROCK MUNIYIELD NY QUALITY FD,550259000.0,,其他,NYSE,投资信托/互惠基金,0.6083046,,11.47553493,,96,77,18
LAWS,LAWSON PRODUCTS INC,549704926.5,1910.0,配送服务,NASDAQ,批发分销商,0.12676888,92.00603318,5.06659338,4.51490325,74,74,114
NQP,NUVEEN PENNSYLVANIA QUALITY MUNICIP,549535000.0,,其他,NYSE,投资信托/互惠基金,0.5927129,,-0.3107314,0.93772905,90,78,15
STK,COLUMBIA SELIGMAN PREMIUM TEC GRWTH,547862000.0,,其他,NYSE,投资信托/互惠基金,0.0,5.47452229,24.49276956,1.23415043,99,81,82
KRRGF,KARORA RESOURCES INC.,547519215.183,210.0,非能源矿业,OTC,其他金属/矿物,0.18193266,7.4870159,60.28709372,3.33336154,-1,-1,-1
CSSE,CHICKEN SOUP FOR THE SOUL ENTMT INC,545746440.5200001,99.0,消费者服务,NASDAQ,电影/娱乐,0.46740113,,-46.28037396,16.3577465,90,44,498
CHS,CHICO'S FAS INC,541821280.0,12500.0,零售行业,NYSE,零售服装/鞋类,5.20441621,,-103.71009665,2.91507135,38,24,411
MGDPF,MARATHON GOLD CORP,538571880.0,14.0,非能源矿业,OTC,贵金属,0.00451887,,-7.66238585,4.83470452,100,88,131
MTL/P,MECHEL PUBLIC JOINT STOCK COMPANY SPON ADS EACH REP 0.5 PFD SHS RUB0.00,535241000.0,,非能源矿业,NYSE,钢铁,-1.36689484,,,,28,37,86
OTCM,OTC MARKETS GROUP INC.,535087500.0,102.0,金融,OTC,投资银行/经纪商,0.67248412,26.43839461,101.75008579,28.21727904,62,23,69
ISD,PGIM HIGH YIELD BOND FUND INC,530777000.00000006,,其他,NYSE,投资信托/互惠基金,0.3595274,,0.61429966,1.0601608,92,76,33
LEO,BNY MELLON STRATEGIC MUNICIPALS INC,529719000.00000006,,其他,NYSE,投资信托/互惠基金,0.407114,,-0.05285309,,90,77,24
CNBKA,CENTURY BANCORP INC,526924272.8,468.0,金融,NASDAQ,地区银行,1.12789643,16.41849078,11.99774521,1.41945428,56,69,82
PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,524302225.0,479.0,科技服务,NASDAQ,套装软件,-3.7588993,18.01213252,,,70,0,485
MCA,BLACKROCK MUNIYIELD CALI QLTY FD,523659000.0,,其他,NYSE,投资信托/互惠基金,0.64812104,,11.87926198,,99,77,16
CSWC,CAPITAL SOUTHWEST CORPORATION,523119174.0,,金融,NASDAQ,投资经理,1.13398622,,16.8507066,1.63107068,56,72,136
OLP,ONE LIBERTY PROPERTIES,520586000.0,,金融,NYSE,房地产投资信托基金,1.56060033,23.1941622,7.17048752,1.71662025,48,66,75
FLY,FLY LEASING LTD ADR REPR 1 ORD USD0.001,516045000.0,,金融,NYSE,金融/租赁,2.39603943,,-12.9653491,0.65405205,42,71,191
RMT,ROYCE MICRO-CAP TRUST INC,514170000.0,,其他,NYSE,投资信托/互惠基金,0.04264261,4.17147453,27.18753518,1.01201353,90,43,87
HEAR,TURTLE BEACH CORP,514169500.0,300.0,耐用消费品,NASDAQ,电子/电器,0.04555466,10.09630005,54.66342428,3.97261185,100,10,206
TNK,TEEKAY TANKERS LTD,512958771.0,2100.0,运输,NYSE,海运,0.56890303,,-3.79443229,0.47187659,-1,-2,-1
SESN,SESEN BIO INC,511196650.00000006,27.0,健康科技,NASDAQ,生物科技,0.0,,-861.96746149,,85,9,382
CAF,MORGAN STANLEY CHINA A SHARE FD INC,509839000.0,,其他,NYSE,投资信托/互惠基金,0.0,8.31192922,11.28693468,0.92883935,91,51,37
CDZI,CADIZ INC,507725757.0,10.0,公用事业,NASDAQ,供水,-6.28478394,,,,37,58,50
AHT/PH,ASHFORD HOSPITALITY TRUST INC 7.50% CUMULATIVE PRFD STK SER H USD25,505748000.0,,金融,NYSE,房地产投资信托基金,-12.57368642,,,,49,52,720
AHT/PG,ASHFORD HOSPITALITY TRUST INC CUM PFD SER G,505748000.0,,金融,NYSE,房地产投资信托基金,-12.57368642,,,,-1,-1,-1
AHT/PI,ASHFORD HOSPITALITY TRUST INC 7.5% CUM PREF SHS SERIES I USD25,505748000.0,,金融,NYSE,房地产投资信托基金,-12.57368642,,,,-1,-1,-1
AHT/PF,ASHFORD HOSPITALITY TRUST INC 7.375% PFD CUM SER F USD25,505748000.0,,金融,NYSE,房地产投资信托基金,-12.57368642,,,,-1,-1,-1
AHT/PD,ASHFORD HOSPITALITY TRUST INC 8.45% CUM PRF STK SER D USD25,505748000.0,,金融,NYSE,房地产投资信托基金,-12.57368642,,,,-1,-1,-1
KRP,KIMBELL ROYALTY PARTNERS LP,505598376.0,25.0,其他,NYSE,投资信托/互惠基金,0.46620604,,-34.75033607,1.91710117,46,14,147
ORRCF,OROCO RESOURCE CORP.,502927780.0,,非能源矿业,OTC,贵金属,0.0,,-1.51626415,27.18813873,95,55,1112
CAMP,CALAMP CORP,498324708.0,983.0,电子科技,NASDAQ,电信设备,2.19233318,,-43.60526,5.14255016,58,0,107
NHF,NEXPOINT STRATEGIC OPPORTUNITIES FD,493049000.0,,其他,NYSE,投资信托/互惠基金,0.05690262,,-13.6887793,0.77035374,42,3,65
RM,REGIONAL MGMT CORP,492981891.0,1542.0,金融,NYSE,金融/租赁,2.72784837,8.71938737,21.89802579,1.84795879,58,50,220
CIO,CITY OFFICE REIT INC,490387000.0,20.0,金融,NYSE,房地产投资信托基金,1.27527942,11.01471878,10.40043494,1.60821814,48,73,91
CSTR,CAPSTAR FINANCIAL HOLDINGS INC,481883226.0,380.0,金融,NASDAQ,地区银行,0.11939444,13.40581948,11.09476001,1.38916007,53,40,145
SOLY,SOLITON INC,476961028.0,14.0,健康科技,NASDAQ,医学专业,0.0,,-95.05180156,15.25929168,-1,-1,-1
CEIX,CONSOL ENERGY INC,474225030.0,1494.0,能源矿产,NYSE,煤炭,1.17885999,47.25554344,2.7936272,0.79926419,46,0,278
MUJ,BLACKROCK MUNIHLDGS NJ QLTY FD INC,470402000.0,,其他,NYSE,投资信托/互惠基金,0.61548149,,8.34496798,,90,77,26
